,ad_title,ad_link,ad_bedroom,ad_bathroom,ad_size,ad_price,location
885,Elegant 2 Bed SF Apt. For Sale in The Pearl,/en/buy/apartment-for-sale-doha-the-pearl-tower-9-351826.html,2,3,165,675000.0,Qatar
886,NEW SPACIOUS 8BR VILLA FOR SALE - WUKAIR,/en/buy/villa-for-sale-al-wakra-al-wakair-al-wakair-351771.html,7,7,756,1215000.0,Qatar
887,"VERY HUGE TERRACE!  2BR Apartment, THE BEST PRICE!",/en/buy/apartment-for-sale-doha-the-pearl-danat-qatar-347531.html,2,3,196,526500.0,Qatar
888,Lusail -Al Ijara! Own a modern and luxurious villa,/en/buy/villa-for-sale-lusail-energy-city-evergreen-commercial-building-345371.html,5,7,983,3375000.0,Qatar
889,Marina View ⛴ High Floor | Furnished | 1Br,/en/buy/apartment-for-sale-doha-the-pearl-viva-bahriyah-viva-west-333724.html,1,2,100,499500.0,Qatar
890,Large Windows  | Marina Views | High Floor,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-333269.html,2,3,190,810000.0,Qatar
891,INVESTMENT PLAN: 3BR + Maid Apt in Porto Arabia,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-325342.html,3,4,272,1036800.0,Qatar
892,Two Bedroom Apartment | with Balcony | Porto,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-east-porto-drive-337868.html,2,3,175,783000.0,Qatar
893,Great opportunity for investment! Side view,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-320192.html,2,2,116,405000.0,Qatar
894,For Sale! Waterfront villa land with Payment Plan!,/en/buy/land-for-sale-lusail-qutaifan-islands-332142.html,7,7,1657,4140506.7,Qatar
895,For Sale luxury Villa 8 BHK in Al Messila,/en/buy/villa-for-sale-doha-al-messila-ahmed-bin-majid-street-337354.html,1,2,414,1053000.0,Qatar
896,Stunning 2 BR + maids w/ Balcony for installment!,/en/buy/apartment-for-sale-lusail-qatar-entertainment-city-downtown-347583.html,2,3,128,322847.91,Qatar
897,Sea View | 3 Bedroom For Sale w/ Stunning View,/en/buy/apartment-for-sale-doha-the-pearl-tower-13-314076.html,3,4,228,810000.0,Qatar
898,Al Wadi Canal View | Good For End Users,/en/buy/apartment-for-sale-lusail-lusail-city-322132.html,1,2,81,276633.63,Qatar
899,"Most Luxurious project in Lusail, 3 BDR",/en/buy/apartment-for-sale-lusail-qatar-entertainment-city-downtown-332237.html,3,3,233,902612.16,Qatar
900,Marina View ⛴ High Floor | Furnished | 1Br,/en/buy/apartment-for-sale-doha-the-pearl-viva-bahriyah-viva-west-333724.html,1,2,100,499500.0,Qatar
901,Large Windows  | Marina Views | High Floor,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-333269.html,2,3,190,810000.0,Qatar
902,0 % INTEREST! FLEXIBLE PAYMENT PLAN! INVEST NOW!,/en/buy/apartment-for-sale-doha-mesaimeer-barwa-city-341654.html,2,2,93,291769.56,Qatar
903,Pay 15% & Move In  | Qanat Quartier| Townhouse,/en/buy/townhouse-for-sale-doha-the-pearl-murano-345694.html,3,4,348,1421064.27,Qatar
904,6 YEARS PAYMENT: Pristine 2BR Apt in Porto Arabia,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-east-porto-drive-322779.html,2,2,201,1208331.0,Qatar
905,FLEXIBLE PAYMENT PLAN OVER 9 YEARS AT 0% INTEREST!,/en/buy/townhouse-for-sale-lusail-al-erkyah-city-332081.html,5,7,445,1233526.05,Qatar
906,Four Bedroom Penthouse | No Commission,/en/buy/penthouse-for-sale-doha-the-pearl-viva-bahriyah-viva-west-331843.html,4,5,623,2354902.2,Qatar
907,"Most Luxurious project in Lusail, 2 BDR",/en/buy/apartment-for-sale-lusail-marina-district-burj-al-marina-331281.html,2,2,173,614351.25,Qatar
908,MARINA VIEW 3-BR + maid in Porto Arabia,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-321933.html,3,4,262,945000.0,Qatar
909,Tower 31: 3BR + Maid Apartment w/ Balcony,/en/buy/apartment-for-sale-doha-the-pearl-tower-31-334929.html,3,4,265,1215000.0,Qatar
910,Furnished 3BR Duplex Townhouses for Sale,/en/buy/townhouse-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-333415.html,3,3,201,1252991.7,Qatar
911,9 YEARS PAYMENT PLAN! 0% INTEREST! ONLY 2% DP,/en/buy/villa-for-sale-lusail-al-erkyah-city-330663.html,5,7,445,1233526.05,Qatar
912,600 Sqm RESIDENTIAL LAND FOR SALE IN MUAITHER,/en/buy/land-for-sale-doha-muaither-area-muaither-south-349670.html,1,2,600,661500.0,Qatar
913,Yasmeen City | One Bedroom | Private Garden,/en/buy/apartment-for-sale-lusail-lusail-city-344442.html,1,2,95,302868.18,Qatar
914,Astonishing 1 BR Semi Furnished w/ 2 balcony!,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-346767.html,4,5,148,418500.0,Qatar
915,Guaranteed investment return! Residential B+G+4F,/en/buy/whole-building-for-sale-lusail-lusail-city-351877.html,2,2,14626,28350000.0,Qatar
916,Penthouse Living | Phenomenal Location,/en/buy/penthouse-for-sale-doha-the-pearl-viva-bahriyah-viva-west-345572.html,4,5,419,2354902.2,Qatar
917,Astonishing 2 BR SF with Huge Balcony for Sale!,/en/buy/apartment-for-sale-doha-the-pearl-porto-arabia-west-porto-drive-347591.html,5,7,154,604800.0,Qatar
918,ملحق في بطحاء قريش مكيفات واثاث تشطيب رائع 310 متر,/en/buy/apartment-for-sale-makkah-al-mukarramah-makkah-al-mukarramah-batha-quraysh-173793.html,5,5,310,256500.0,Saudi Arabia
919,شقة تمليك فاخرة للبيع حي الرحاب 5 غرف مع غرفة سائق,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-ar-rihab-173755.html,5,3,190,197.1,Saudi Arabia
920,شقه 6 غرف حي التيسير شارع تجاري,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-mraykh-173767.html,4,5,217,197100.0,Saudi Arabia
921,شقة في بطحاء قريش 172 م واجهه خمسة غرف,/en/buy/apartment-for-sale-makkah-al-mukarramah-makkah-al-mukarramah-batha-quraysh-173792.html,4,3,172,186300.0,Saudi Arabia
922,شقه فاخره تمليك خلفيه بالسلامه 217 متر,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-as-salamah-173723.html,5,3,217,241650.0,Saudi Arabia
923,تملك شقة5غرف فاخرة من المالك مباشرةبسعرمغري لتمليك,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-mraykh-173645.html,5,3,150,97200.0,Saudi Arabia
924,شقق بمواصفات جمالية و عصرية  للتمليك في حي الواحة,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-al-wahah-173696.html,5,4,175,178200.0,Saudi Arabia
925,شقق بمواصفات جمالية و عصرية  للتمليك في حي المروة,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-al-marwah-173544.html,5,4,198,211950.0,Saudi Arabia
926,شقق و ملاحق بمواصفات جمالية و عصرية في حي التيسير,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-mraykh-173545.html,6,5,236,183600.0,Saudi Arabia
927,للبيع ارض سكنية بحي عرقة في منطقة قصور,/en/buy/land-for-sale-ar-riyadh-west-riyadh-irqah-173794.html,7,7,10000,10800000.0,Saudi Arabia
928,فيلا بمخطط الصافيه بحي الزهراء منطقه القصور,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-az-zahra-173357.html,4,4,2200,4590000.0,Saudi Arabia
929,"For sale VIP apartment Emaar , Jeddah, Floor 13",/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-al-faiha-145040.html,3,3,216,351000.0,Saudi Arabia
930,Property FOR SALE  3BHK Ewaan Fareeda 950 000 sr,/en/buy/villa-for-sale-makkah-al-mukarramah-dhahban-143164.html,7,7,240,256500.0,Saudi Arabia
931,روف للبيع 5غرف بمنافعها ب 510 الف ريال,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-mraykh-171598.html,5,4,250,137700.0,Saudi Arabia
932,الهجرة خمس قطع رأس بلك,/en/buy/land-for-sale-makkah-al-mukarramah-thuwal-thuwal-172728.html,2,3,4500,283500.0,Saudi Arabia
933,شقق للتمليك بمحافظة جدة حي الريان,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-ar-rayaan-172827.html,5,7,110,121500.0,Saudi Arabia
934,فرصه اسثماريه عباره عن عماره للبيع بحي العزيزيه,/en/buy/whole-building-for-sale-ar-riyadh-south-riyadh-al-aziziyah-172940.html,5,4,850,432000.0,Saudi Arabia
935,شقة فاخرة حي الواحة مخطط السندس,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-al-wahah-172925.html,4,4,200,175500.0,Saudi Arabia
936,شقق وملاحق للبيع 3و 4 م5 و6 من المالكوبسعر مناسب جديده  لم تسكن,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-mraykh-171610.html,2,2,250,137700.0,Saudi Arabia
937,Apartments For Sale In Mraykh,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-mraykh-126953.html,4,4,242,191700.0,Saudi Arabia
938,Rest House For Sale In Al Hayathim,/en/buy/rest-house-for-sale-ar-riyadh-al-hayathim-131597.html,3,3,5000,270000.0,Saudi Arabia
939,Amazing | Villa for Sale In Taibah,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-taibah-133182.html,6,6,400,472500.0,Saudi Arabia
940,6 BD Villa for Sale in Tuwaiq,/en/buy/villa-for-sale-ar-riyadh-west-riyadh-tuwaiq-133560.html,6,6,364,321300.0,Saudi Arabia
941,شقق للتمليك بـ مخطط سندس بوابة التحلية,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-al-wahah-168855.html,5,3,150,159300.0,Saudi Arabia
942,ارض سكنية للبيع - منطقة خليج سلمان - حي الخليج,/en/buy/land-for-sale-makkah-al-mukarramah-jeddah-al-khaleej-171481.html,4,5,900,175500.0,Saudi Arabia
943,فلل منفصلة من دورين في حي الصالحية مخطط المنح,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-as-salhiyah-171525.html,6,6,300,351000.0,Saudi Arabia
944,ارض سكنية للبيع - منطقة طيبة - حي البشائر,/en/buy/land-for-sale-makkah-al-mukarramah-jeddah-al-bashaer-171480.html,5,5,625,216000.0,Saudi Arabia
945,فلل درج في الصالة دبلكس ٢٥٥م حي بدر,/en/buy/villa-for-sale-ar-riyadh-south-riyadh-badr-171407.html,5,4,255,229500.0,Saudi Arabia
946,ارض سكنية للبيع - منطقة طيبة - حي الرياض,/en/buy/land-for-sale-makkah-al-mukarramah-jeddah-ar-riyadh-171479.html,6,6,578,121500.0,Saudi Arabia
947,"شقه "" فاخره "" للتمليك 5غرف بتصميم عصري ومواقف خاصه",/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-al-wahah-171233.html,2,3,200,162000.0,Saudi Arabia
948,فلل منفصلة تشطيب سوبر لوكس في حي الصالحية ٣٠٠ متر٢,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-as-salhiyah-171316.html,4,4,300,359100.0,Saudi Arabia
949,شقق تمليك مكة المكرمة ولي العهد داخل حدود الحرم,/en/buy/apartment-for-sale-makkah-al-mukarramah-makkah-al-mukarramah-waly-al-ahd-171303.html,3,4,137,124740.0,Saudi Arabia
950,دبلكس مساحة 200م في حي المهدية تشطيب فاخر ومــمـيز,/en/buy/villa-for-sale-ar-riyadh-west-riyadh-al-mahdiyah-167778.html,4,4,200,324000.0,Saudi Arabia
951,عمارتين سكنيه للبيع في حي الريان بجدة| فاخرة على شارعين,/en/buy/whole-building-for-sale-makkah-al-mukarramah-jeddah-ar-rayaan-121968.html,4,3,600,1215000.0,Saudi Arabia
952,فيلا للبيع في حي المروج بجدة – شمال أبحر الشمالية,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-abhur-ash-shamaliyah-112940.html,3,5,273,283500.0,Saudi Arabia
953,شقق تمليك فاخرة في جدة,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-ar-rayaan-112232.html,4,3,188,151200.0,Saudi Arabia
954,للبيع عمارة تجارية بحي المونسية شرق الرياض,/en/buy/whole-building-for-sale-ar-riyadh-east-riyadh-al-munsiyah-119861.html,7,1,1097,1863000.0,Saudi Arabia
955,فيلا للبيع في حي المروج بجدة – شمال أبحر الشمالية,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-abhur-ash-shamaliyah-112943.html,7,5,273,283500.0,Saudi Arabia
956,للبيع استراحة في الثمامة,/en/buy/rest-house-for-sale-ar-riyadh-east-riyadh-ar-rimal-155684.html,1,7,10160,4644000.0,Saudi Arabia
957,للبيع فيلا في ابحر الشماليه حي الزمرد -,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-az-zomorod-154790.html,4,6,312,405000.0,Saudi Arabia
958,فلة للبيع,/en/buy/villa-for-sale-ar-riyadh-west-riyadh-dhahrat-namar-154800.html,3,4,450,378000.0,Saudi Arabia
959,شقة للبيع حي سندس بجده ( بوابة التحلية),/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-al-wahah-155953.html,5,5,201,202500.0,Saudi Arabia
960,للبيع في أبحر الجنوبيه فيلا اماميه وشقق خلفيه,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-abhur-al-janubiyah-154947.html,7,7,900,1620000.0,Saudi Arabia
961,شقق للتمليك حي المنار,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-al-manar-152024.html,4,5,260,224100.0,Saudi Arabia
962,فيلا دور أرضي مؤسسه ثلاث شقق بحي الموسي,/en/buy/villa-for-sale-ar-riyadh-west-riyadh-tuwaiq-152731.html,3,3,250,216000.0,Saudi Arabia
963,الرياض حي الخزامي,/en/buy/villa-for-sale-ar-riyadh-west-riyadh-al-khuzama-145364.html,4,7,750,1755000.0,Saudi Arabia
964,استراحة في مخطط درة الشمال الجبيلة,/en/buy/rest-house-for-sale-ar-riyadh-ad-diriyah-ad-diriyah-145416.html,4,6,2580,1350000.0,Saudi Arabia
965,فيلا للبيع مودرين قريب كليه الترجي,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-abhur-ash-shamaliyah-146139.html,7,7,300,432000.0,Saudi Arabia
966,"فلل بتصميم موديرن بحي الرحيلي طيبه ""سمارت هوم""",/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-taibah-145463.html,4,4,300,459000.0,Saudi Arabia
967,فيلا بناء شخصي للبيع في المحمدية,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-al-muhammadiyah-138997.html,5,7,900,2160000.0,Saudi Arabia
968,للبيع فيله فخمه بحي ابحر جدة,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-ash-sheraa-141170.html,3,7,616,1080000.0,Saudi Arabia
969,شقه تحت الإنشاء ٦غرف التيسير المربع الذهبي,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-mraykh-149070.html,6,5,250,129.6,Saudi Arabia
970,للبيع فيلا مودرن تشطيب فاخر جده الزمرد,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-az-zomorod-137512.html,5,7,312,486000.0,Saudi Arabia
971,جدة حي الحمدانيه مخطط الضاحيه,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-al-hamadaniyah-157366.html,5,5,238,194400.0,Saudi Arabia
972,للبيع فيلا في ابحر الشمالية,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-az-zomorod-157297.html,6,7,312,405000.0,Saudi Arabia
973,ارض بصك زراعي مميزه بمحافظة بيش للبيع,/en/buy/land-for-sale-jazan-baysh-157477.html,7,4,22388,2430000.0,Saudi Arabia
974,للبيع في الربوة_ بانوراما العقارية,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-ar-rabwah-157528.html,5,5,220,324000.0,Saudi Arabia
975,جدة حي الحمدانيه مخطط الضاحيه,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-al-hamadaniyah-157365.html,4,4,238,197100.0,Saudi Arabia
976,يوجد لدينا فلل متنوعة للبيع في حي الاجواد,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-al-ajwad-156728.html,3,3,500,432000.0,Saudi Arabia
977,شقة للبيع بجدة في حي الزهراء  .,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-az-zahra-156284.html,4,2,110,189000.0,Saudi Arabia
978,فيلا مودرن للبيع في ابحر الشمالية,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-abhur-ash-shamaliyah-158344.html,6,7,275,405000.0,Saudi Arabia
979,فيلا للبيع في ابحر الشماليه حي الزمرد,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-az-zomorod-159419.html,7,7,312,405000.0,Saudi Arabia
980,للبيع ارض في مخطط الحمدانيه  ب900الف,/en/buy/land-for-sale-makkah-al-mukarramah-jeddah-al-hamadaniyah-157950.html,3,4,625,243000.0,Saudi Arabia
981,للبيع فيلا دور + 3 شقق 375  حى الرمال عرض723,/en/buy/villa-for-sale-ar-riyadh-east-riyadh-ar-rimal-159098.html,6,5,375,405000.0,Saudi Arabia
982,شقق فاخرة للتمليك شرق التحلية جدة,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-al-wahah-159409.html,6,4,212,213300.0,Saudi Arabia
983,شقق فاخرة للبيع - المحمدية,/en/buy/apartment-for-sale-makkah-al-mukarramah-makkah-al-mukarramah-ash-shawqiyah-161095.html,4,3,240,216000.0,Saudi Arabia
984,شقة ملحق في الشوقية تشطيب هاي لوكس خمسة غرف,/en/buy/apartment-for-sale-makkah-al-mukarramah-makkah-al-mukarramah-ash-shawqiyah-161668.html,3,1,250,243000.0,Saudi Arabia
985,أدفع ٢٠٪ وأمتلك وحدتك كامل التشطيب في قلب جده ١٢٠م,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-al-faiha-159287.html,2,3,120,315900.0,Saudi Arabia
986,آخر شقة بحي الفيصلية,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-al-faisaliyah-158081.html,5,3,200,205200.0,Saudi Arabia
987,فيلا للبيع في ابحر الجنوبية,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-abhur-al-janubiyah-158348.html,5,5,650,891000.0,Saudi Arabia
988,شقه تمليك بالصفا 119 متر بسعر مغري,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-as-safa-157932.html,4,2,119,75600.0,Saudi Arabia
989,للبيع فيلا مودرن حي الياسمين,/en/buy/villa-for-sale-ar-riyadh-north-riyadh-al-yasmin-158148.html,5,6,390,877500.0,Saudi Arabia
990,فرصة - فلة للبيع درج داخلي وشقة بالرمال,/en/buy/villa-for-sale-ar-riyadh-east-riyadh-ar-rimal-158966.html,7,7,257,342900.0,Saudi Arabia
991,عماره ٧ ادوار في حي النسيم الجديد,/en/buy/whole-building-for-sale-makkah-al-mukarramah-jeddah-bani-malik-158299.html,5,5,600,1404000.0,Saudi Arabia
992,رؤوف في الواحه ٣ مساحة الشقه ١٣٢ - ٥غرف و٣ حمامات وصاله ومطبخ وغرفة شغاله وموقف وغرفة حارس  ومساحة السطح ١٦٠ تقريبا المطلوب ٦٨٠ الف,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-al-wahah-150821.html,3,3,133,183600.0,Saudi Arabia
993,شقة تمليك 4 غرف الواحه مخطط الفهد بسعر 480.000 ﷼,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-al-wahah-148717.html,4,3,136,129600.0,Saudi Arabia
994,شقة للبيع في حي الواحة موقع ممتاز,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-al-wahah-148878.html,5,5,170,175500.0,Saudi Arabia
995,الرمال,/en/buy/villa-for-sale-ar-riyadh-east-riyadh-ar-rimal-147325.html,7,4,750,675000.0,Saudi Arabia
996,للبيع أرض سكنية في حي المطار بأبها,/en/buy/land-for-sale-asir-abha-al-muruj-147265.html,5,3,630,121500.0,Saudi Arabia
997,شقق للبيع في جدة حي الروابي من 5 غرف,/en/buy/apartment-for-sale-makkah-al-mukarramah-jeddah-ar-rawabi-147113.html,5,5,180,180630.0,Saudi Arabia
998,شاليه اللونق بيتش للبيع,/en/buy/apartment-for-sale-makkah-al-mukarramah-dhahban-156286.html,3,3,280,432000.0,Saudi Arabia
999,فيلا فاخرة بحي الصالحية تقبل بنك ومن دون,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-as-salhiyah-156909.html,3,5,320,351000.0,Saudi Arabia
1000,فيلا دبلكس منفصلة ، حي الزمرد ، ابحر   .,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-al-yaqoot-156636.html,6,7,312,405000.0,Saudi Arabia
1001,فله للبيع ابحر الشماليه  الزمرد (الخالديه و ),/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-az-zomorod-157723.html,7,6,313,372600.0,Saudi Arabia
1002,للبيع فيلا هدد  دورين شارعين جنب مسجد,/en/buy/land-for-sale-makkah-al-mukarramah-jeddah-ar-rabwah-156782.html,5,7,700,486000.0,Saudi Arabia
1003,فيلا دبلكس درج صاله بسعر مغري موقع ممتاز,/en/buy/villa-for-sale-ar-riyadh-south-riyadh-ad-dar-al-baida-157376.html,6,6,250,221400.0,Saudi Arabia
1004,للبيع فيلا بحى الزمرد مودرن,/en/buy/villa-for-sale-makkah-al-mukarramah-jeddah-az-zomorod-157211.html,3,5,312,405000.0,Saudi Arabia
